ticket_id,customer_id,created_at,closed_at,category,priority,status,channel,subject,details,resolution_summary,satisfaction_score
5408,1077,2024-10-04 14:00:39,2024-10-05 13:10:39,Returns,High,Closed,Chat,Return label request,Customer asks about return window and whether an exception is possible. (Subject: Return label request),Processed exchange request and issued updated shipping label.,5
5409,1010,2025-05-05 05:50:07,2025-05-07 07:42:07,Refund,Low,Closed,Web,Refund timeline,Customer says they returned an item and is waiting for the refund confirmation. (Subject: Refund timeline),Verified refund status and shared transaction reference; confirmed processing timeline.,4
5410,1035,2025-05-10 04:53:30,2025-05-13 01:06:30,Refund,High,Closed,Email,Refund timeline,Customer reports the refund ETA has passed and wants an update. (Subject: Refund timeline),Provided ETA and confirmation email once refund was approved.,5
5411,1136,2026-02-13 09:26:46,2026-02-14 22:53:46,Support,Medium,Closed,Phone,Promo code not working,Customer reports promo code not applying and requests assistance. (Subject: Promo code not working),Answered inquiry and shared relevant help article summary.,5
5412,1091,2025-11-07 12:15:51,2025-11-10 04:46:51,Support,High,Closed,Chat,General inquiry,Customer has a general question and requests quick guidance. (Subject: General inquiry),Applied promo code manually and explained eligibility.,5
5413,1001,2025-12-26 07:25:59,,Refund,High,Open,Chat,Chargeback question,Customer says they returned an item and is waiting for the refund confirmation. (Subject: Chargeback question),,0
5414,1107,2025-05-26 01:56:57,2025-05-27 05:56:57,Billing,Medium,Closed,Phone,Payment failed,Customer reports a payment failure and needs urgent help to renew. (Subject: Payment failed),Removed duplicate charge and sent corrected invoice.,4
5415,1130,2024-11-23 22:04:15,2024-11-25 18:29:15,Technical,High,Closed,Email,Login issue,Customer encounters an error after login and requests troubleshooting steps. (Subject: Login issue),Provided troubleshooting steps; issue resolved after cache reset/update.,4
5416,1087,2025-08-31 01:19:46,,Support,Medium,Open,Web,Promo code not working,Customer asks for steps to complete a common action inside the product. (Subject: Promo code not working),,0
5417,1118,2025-05-14 18:53:48,2025-05-17 00:52:48,Shipping,High,Closed,Phone,International shipping question,Customer reports a missing delivery and requests next steps. (Subject: International shipping question),Corrected address and re-routed shipment; confirmation sent.,5
5418,1143,2025-11-18 23:28:19,2025-11-20 21:32:19,Technical,Urgent,Closed,Phone,App crash,Customer encounters an error after login and requests troubleshooting steps. (Subject: App crash),"Collected logs, filed bug, and provided workaround; customer confirmed working.",5
5419,1137,2025-12-10 22:51:46,2025-12-11 14:46:46,Shipping,High,Closed,Phone,International shipping question,Customer reports a missing delivery and requests next steps. (Subject: International shipping question),Initiated investigation for missing delivery and arranged replacement.,5
5420,1070,2025-02-28 01:58:21,2025-03-01 17:11:21,Billing,Medium,Closed,Chat,Subscription renewal issue,Customer sees a duplicate charge for the same invoice/order and requests correction. (Subject: Subscription renewal issue),Resolved payment issue and confirmed successful renewal.,5
5421,1052,2025-09-24 12:25:29,2025-09-27 03:22:29,Shipping,Medium,Closed,Chat,Address correction,Customer says tracking has not updated for multiple days and asks for escalation. (Subject: Address correction),Initiated investigation for missing delivery and arranged replacement.,5
5422,1135,2024-12-16 19:12:47,2024-12-17 09:04:47,Returns,Urgent,Closed,Chat,Exchange request,Customer needs a return label and instructions for packaging. (Subject: Exchange request),Processed exchange request and issued updated shipping label.,2
5423,1100,2024-11-25 11:20:21,2024-11-25 18:03:21,Account,High,Closed,Email,Delete account request,Customer wants to change account details and requests verification steps. (Subject: Delete account request),Verified identity and updated account details.,5
5424,1027,2024-09-13 23:03:44,2024-09-15 15:43:44,Technical,High,Closed,Phone,Password reset not working,Customer encounters an error after login and requests troubleshooting steps. (Subject: Password reset not working),Provided troubleshooting steps; issue resolved after cache reset/update.,4
5425,1137,2026-01-30 18:39:32,2026-01-31 14:49:32,Returns,Medium,Closed,Email,Wrong item received,Customer received the wrong item and requests an exchange/return. (Subject: Wrong item received),Processed exchange request and issued updated shipping label.,4
5426,1053,2025-05-01 20:59:20,2025-05-03 10:35:20,Technical,Low,Closed,Email,2FA problem,Customer reports the app crashes on a specific screen and needs a workaround. (Subject: 2FA problem),Reset credentials and verified successful login.,5
5427,1139,2024-09-19 00:27:46,2024-09-19 07:33:46,Billing,Medium,Closed,Email,Invoice mismatch,Customer reports a payment failure and needs urgent help to renew. (Subject: Invoice mismatch),Resolved payment issue and confirmed successful renewal.,3
5428,1115,2025-05-12 15:07:09,,Technical,High,Open,Email,Password reset not working,Customer reports the app crashes on a specific screen and needs a workaround. (Subject: Password reset not working),,0
5429,1146,2024-11-11 01:06:49,2024-11-13 13:36:49,Refund,Low,Closed,Chat,Chargeback question,Customer reports the refund ETA has passed and wants an update. (Subject: Chargeback question),Provided ETA and confirmation email once refund was approved.,4
5430,1094,2025-05-06 17:59:07,2025-05-06 22:03:07,Billing,Medium,Closed,Phone,Payment failed,Customer reports a payment failure and needs urgent help to renew. (Subject: Payment failed),Resolved payment issue and confirmed successful renewal.,5
5431,1073,2025-11-16 20:46:45,2025-11-17 11:11:45,Account,High,Closed,Email,Delete account request,Customer wants to change account details and requests verification steps. (Subject: Delete account request),Unlocked account after verification and advised on prevention steps.,5
5432,1078,2025-11-29 04:23:17,2025-11-30 12:58:17,Technical,Low,Closed,Web,Error on checkout,Customer reports the app crashes on a specific screen and needs a workaround. (Subject: Error on checkout),Provided troubleshooting steps; issue resolved after cache reset/update.,4
5433,1111,2025-11-11 01:34:58,,Account,Medium,Open,Chat,Change address,Customer requests cancellation and confirmation of subscription status. (Subject: Change address),,0
5434,1020,2025-09-09 11:26:47,2025-09-11 23:46:47,Account,Medium,Closed,Web,Delete account request,Customer requests cancellation and confirmation of subscription status. (Subject: Delete account request),Verified identity and updated account details.,5
5435,1018,2025-06-17 19:24:47,2025-06-18 03:29:47,Technical,Low,Closed,Chat,2FA problem,Customer cannot reset password and receives repeated error messages. (Subject: 2FA problem),Reset credentials and verified successful login.,5
5436,1038,2025-10-14 03:19:34,2025-10-16 13:31:34,Technical,Low,Closed,Phone,Error on checkout,Customer reports the app crashes on a specific screen and needs a workaround. (Subject: Error on checkout),Reset credentials and verified successful login.,5
5437,1078,2025-05-21 21:33:27,,Support,Medium,Pending,Web,Promo code not working,Customer asks for steps to complete a common action inside the product. (Subject: Promo code not working),,0
5438,1076,2024-10-07 18:21:53,2024-10-10 19:13:53,Refund,Urgent,Closed,Email,Refund for damaged item,Customer asks whether their order qualifies for a refund and what the timeline is. (Subject: Refund for damaged item),Verified refund status and shared transaction reference; confirmed processing timeline.,4
5439,1101,2025-07-08 20:59:50,2025-07-11 19:12:50,Technical,Medium,Closed,Web,Error on checkout,Customer encounters an error after login and requests troubleshooting steps. (Subject: Error on checkout),Provided troubleshooting steps; issue resolved after cache reset/update.,4
5440,1093,2025-04-08 13:29:12,,Shipping,High,Pending,Chat,Tracking not updating,Customer reports delivery delay beyond estimate and requests tracking update. (Subject: Tracking not updating),,0
5441,1019,2025-09-09 12:46:13,2025-09-10 06:51:13,Technical,Low,Closed,Web,App crash,Customer reports the app crashes on a specific screen and needs a workaround. (Subject: App crash),Reset credentials and verified successful login.,5
5442,1109,2025-09-27 04:10:56,2025-09-29 14:34:56,Technical,Medium,Closed,Chat,Error on checkout,Customer reports the app crashes on a specific screen and needs a workaround. (Subject: Error on checkout),Reset credentials and verified successful login.,1
5443,1128,2025-09-21 04:54:10,2025-09-24 03:30:10,Shipping,Medium,Closed,Email,Tracking not updating,Customer reports a missing delivery and requests next steps. (Subject: Tracking not updating),Initiated investigation for missing delivery and arranged replacement.,5
5444,1029,2024-12-15 20:42:09,2024-12-18 17:36:09,Technical,Urgent,Closed,Phone,Login issue,Customer reports the app crashes on a specific screen and needs a workaround. (Subject: Login issue),Reset credentials and verified successful login.,3
5445,1023,2026-02-09 20:03:50,2026-02-11 12:42:50,Returns,Low,Closed,Phone,Return label request,Customer received the wrong item and requests an exchange/return. (Subject: Return label request),Generated return label and explained return steps and timelines.,4
5446,1132,2025-05-11 23:52:07,2025-05-13 14:10:07,Shipping,Low,Closed,Phone,International shipping question,Customer reports a missing delivery and requests next steps. (Subject: International shipping question),Corrected address and re-routed shipment; confirmation sent.,4
5447,1122,2024-10-06 14:15:51,2024-10-08 05:06:51,Technical,High,Closed,Email,2FA problem,Customer reports the app crashes on a specific screen and needs a workaround. (Subject: 2FA problem),"Collected logs, filed bug, and provided workaround; customer confirmed working.",3
5448,1130,2025-03-11 06:34:14,2025-03-12 18:51:14,Refund,High,Closed,Email,Refund timeline,Customer says they returned an item and is waiting for the refund confirmation. (Subject: Refund timeline),Verified refund status and shared transaction reference; confirmed processing timeline.,5
5449,1039,2025-01-10 17:40:52,2025-01-12 01:11:52,Technical,Low,Closed,Email,Password reset not working,Customer reports the app crashes on a specific screen and needs a workaround. (Subject: Password reset not working),Provided troubleshooting steps; issue resolved after cache reset/update.,5
5450,1040,2025-06-21 02:45:01,2025-06-23 12:31:01,Shipping,Medium,Closed,Chat,Address correction,Customer reports a missing delivery and requests next steps. (Subject: Address correction),Corrected address and re-routed shipment; confirmation sent.,5
5451,1014,2024-10-07 07:06:12,2024-10-09 11:36:12,Technical,Medium,Closed,Chat,Login issue,Customer reports the app crashes on a specific screen and needs a workaround. (Subject: Login issue),Reset credentials and verified successful login.,5
5452,1122,2025-07-31 04:02:07,2025-08-02 14:26:07,Returns,High,Closed,Email,Return pickup scheduling,Customer needs a return label and instructions for packaging. (Subject: Return pickup scheduling),Processed exchange request and issued updated shipping label.,5
5453,1111,2025-05-14 16:14:42,2025-05-15 05:30:42,Technical,Medium,Closed,Web,Password reset not working,Customer reports the app crashes on a specific screen and needs a workaround. (Subject: Password reset not working),Reset credentials and verified successful login.,5
5454,1050,2025-04-27 19:46:22,2025-04-27 22:39:22,Technical,Low,Closed,Web,App crash,Customer encounters an error after login and requests troubleshooting steps. (Subject: App crash),Reset credentials and verified successful login.,3
5455,1115,2025-03-11 03:41:01,2025-03-11 08:20:01,Billing,Low,Closed,Chat,Payment failed,Customer asks for a breakdown of taxes/fees on the invoice. (Subject: Payment failed),Explained fees and provided invoice breakdown.,3
5456,1031,2024-12-06 09:38:48,2024-12-07 10:35:48,Refund,Low,Closed,Chat,Refund for damaged item,Customer asks whether their order qualifies for a refund and what the timeline is. (Subject: Refund for damaged item),Explained refund policy and initiated refund after verification.,4
5457,1020,2025-07-25 03:32:50,2025-07-26 21:48:50,Technical,Low,Closed,Email,Password reset not working,Customer reports the app crashes on a specific screen and needs a workaround. (Subject: Password reset not working),Provided troubleshooting steps; issue resolved after cache reset/update.,4
5458,1086,2025-03-21 01:42:37,2025-03-21 11:13:37,Support,Urgent,Closed,Chat,Warranty info,Customer has a general question and requests quick guidance. (Subject: Warranty info),Applied promo code manually and explained eligibility.,3
5459,1126,2025-07-28 11:08:57,2025-07-29 02:06:57,Refund,Medium,Closed,Phone,Refund for damaged item,Customer reports the refund ETA has passed and wants an update. (Subject: Refund for damaged item),Verified refund status and shared transaction reference; confirmed processing timeline.,3
5460,1147,2024-09-11 01:48:03,,Account,Low,Pending,Email,Change address,Customer requests cancellation and confirmation of subscription status. (Subject: Change address),,0
5461,1100,2025-06-27 10:55:36,2025-06-30 05:40:36,Returns,Urgent,Closed,Web,Exchange request,Customer asks about return window and whether an exception is possible. (Subject: Exchange request),Approved return exception and scheduled pickup; confirmation sent.,4
5462,1018,2025-06-22 02:10:49,,Technical,High,Pending,Web,Login issue,Customer encounters an error after login and requests troubleshooting steps. (Subject: Login issue),,0
5463,1146,2025-05-13 11:46:00,2025-05-15 15:49:00,Technical,Medium,Closed,Email,Password reset not working,Customer reports the app crashes on a specific screen and needs a workaround. (Subject: Password reset not working),Reset credentials and verified successful login.,5
5464,1088,2025-04-09 17:13:16,2025-04-10 16:48:16,Refund,Low,Closed,Web,Chargeback question,Customer says they returned an item and is waiting for the refund confirmation. (Subject: Chargeback question),Verified refund status and shared transaction reference; confirmed processing timeline.,4
5465,1100,2025-09-09 09:05:00,2025-09-11 18:52:00,Shipping,Low,Closed,Email,Missing delivery,Customer reports delivery delay beyond estimate and requests tracking update. (Subject: Missing delivery),Contacted carrier and shared updated tracking; offered compensation where applicable.,5
5466,1062,2025-10-21 08:37:13,2025-10-24 01:11:13,Billing,Urgent,Closed,Web,Charged twice,Customer sees a duplicate charge for the same invoice/order and requests correction. (Subject: Charged twice),Removed duplicate charge and sent corrected invoice.,4
5467,1087,2025-07-08 11:12:51,2025-07-11 06:41:51,Account,Urgent,Closed,Chat,Cancel subscription,Customer says account is locked and needs reactivation. (Subject: Cancel subscription),Unlocked account after verification and advised on prevention steps.,4
5468,1019,2025-09-11 05:39:28,2025-09-13 19:37:28,Refund,Urgent,Closed,Email,Refund eligibility,Customer reports the refund ETA has passed and wants an update. (Subject: Refund eligibility),Provided ETA and confirmation email once refund was approved.,5
5469,1004,2025-04-23 05:10:59,,Returns,Low,Open,Chat,Return label request,Customer received the wrong item and requests an exchange/return. (Subject: Return label request),,0
5470,1017,2024-11-24 04:27:48,2024-11-25 09:31:48,Shipping,High,Closed,Web,Package delayed,Customer says tracking has not updated for multiple days and asks for escalation. (Subject: Package delayed),Corrected address and re-routed shipment; confirmation sent.,5
5471,1084,2025-10-25 12:01:48,2025-10-26 16:49:48,Refund,Low,Closed,Chat,Refund for damaged item,Customer asks whether their order qualifies for a refund and what the timeline is. (Subject: Refund for damaged item),Verified refund status and shared transaction reference; confirmed processing timeline.,3
5472,1037,2025-06-10 19:56:43,2025-06-13 05:11:43,Account,Urgent,Closed,Email,Update email request,Customer requests cancellation and confirmation of subscription status. (Subject: Update email request),Canceled subscription and sent confirmation.,5
5473,1097,2025-09-09 17:43:54,2025-09-09 18:54:54,Account,Urgent,Closed,Phone,Cancel subscription,Customer wants to change account details and requests verification steps. (Subject: Cancel subscription),Unlocked account after verification and advised on prevention steps.,5
5474,1122,2024-12-16 15:21:03,2024-12-19 10:49:03,Account,Medium,Closed,Chat,Update email request,Customer says account is locked and needs reactivation. (Subject: Update email request),Unlocked account after verification and advised on prevention steps.,2
5475,1047,2024-11-03 20:50:02,2024-11-05 12:12:02,Account,Medium,Closed,Chat,Delete account request,Customer requests cancellation and confirmation of subscription status. (Subject: Delete account request),Canceled subscription and sent confirmation.,5
5476,1025,2025-09-25 17:14:43,2025-09-26 20:31:43,Technical,Low,Closed,Email,2FA problem,Customer encounters an error after login and requests troubleshooting steps. (Subject: 2FA problem),Reset credentials and verified successful login.,5
5477,1122,2026-01-30 00:21:50,,Billing,Low,Pending,Phone,Invoice mismatch,Customer reports a payment failure and needs urgent help to renew. (Subject: Invoice mismatch),,0
5478,1054,2025-12-19 14:20:45,,Billing,High,Open,Email,Payment failed,Customer sees a duplicate charge for the same invoice/order and requests correction. (Subject: Payment failed),,0
5479,1014,2024-12-28 06:11:01,,Support,Medium,Open,Email,Product usage question,Customer asks for steps to complete a common action inside the product. (Subject: Product usage question),,0
5480,1061,2025-11-20 19:32:34,2025-11-21 22:19:34,Account,High,Closed,Phone,Delete account request,Customer requests cancellation and confirmation of subscription status. (Subject: Delete account request),Canceled subscription and sent confirmation.,4
5481,1026,2025-01-29 19:26:48,2025-01-31 00:30:48,Returns,Medium,Closed,Web,Wrong item received,Customer needs a return label and instructions for packaging. (Subject: Wrong item received),Approved return exception and scheduled pickup; confirmation sent.,3
5482,1117,2024-12-11 10:45:58,2024-12-12 12:25:58,Returns,Medium,Closed,Phone,Exchange request,Customer needs a return label and instructions for packaging. (Subject: Exchange request),Approved return exception and scheduled pickup; confirmation sent.,3
5483,1146,2024-11-21 19:13:36,,Refund,Medium,Open,Chat,Refund eligibility,Customer asks whether their order qualifies for a refund and what the timeline is. (Subject: Refund eligibility),,0
5484,1057,2024-12-27 06:44:32,,Shipping,Medium,Open,Chat,International shipping question,Customer reports a missing delivery and requests next steps. (Subject: International shipping question),,0
5485,1142,2025-07-13 06:34:20,,Shipping,Medium,Open,Chat,Package delayed,Customer reports a missing delivery and requests next steps. (Subject: Package delayed),,0
5486,1122,2024-09-07 18:22:17,2024-09-09 02:37:17,Shipping,Medium,Closed,Chat,Missing delivery,Customer reports a missing delivery and requests next steps. (Subject: Missing delivery),Contacted carrier and shared updated tracking; offered compensation where applicable.,5
5487,1002,2024-09-27 14:44:52,,Billing,High,Pending,Email,Charged twice,Customer reports a payment failure and needs urgent help to renew. (Subject: Charged twice),,0
5488,1136,2025-08-13 22:07:06,2025-08-14 09:42:06,Billing,High,Closed,Web,Charged twice,Customer sees a duplicate charge for the same invoice/order and requests correction. (Subject: Charged twice),Removed duplicate charge and sent corrected invoice.,4
5489,1062,2024-09-08 20:57:35,2024-09-10 13:07:35,Technical,High,Closed,Email,Login issue,Customer reports the app crashes on a specific screen and needs a workaround. (Subject: Login issue),"Collected logs, filed bug, and provided workaround; customer confirmed working.",5
5490,1104,2025-12-27 08:36:11,2025-12-27 10:31:11,Returns,Medium,Closed,Web,Exchange request,Customer received the wrong item and requests an exchange/return. (Subject: Exchange request),Approved return exception and scheduled pickup; confirmation sent.,4
5491,1076,2025-12-16 05:51:02,2025-12-17 09:41:02,Billing,High,Closed,Phone,Payment failed,Customer asks for a breakdown of taxes/fees on the invoice. (Subject: Payment failed),Removed duplicate charge and sent corrected invoice.,4
5492,1094,2025-06-20 22:47:54,2025-06-21 05:10:54,Shipping,Medium,Closed,Email,Package delayed,Customer reports a missing delivery and requests next steps. (Subject: Package delayed),Corrected address and re-routed shipment; confirmation sent.,5
5493,1036,2025-10-20 15:30:13,2025-10-23 06:17:13,Support,Urgent,Closed,Chat,Product usage question,Customer has a general question and requests quick guidance. (Subject: Product usage question),Guided customer through steps and confirmed success.,4
5494,1069,2025-03-30 18:21:48,2025-04-01 18:43:48,Technical,Medium,Closed,Email,Error on checkout,Customer reports the app crashes on a specific screen and needs a workaround. (Subject: Error on checkout),Reset credentials and verified successful login.,4
5495,1137,2025-12-22 19:22:14,2025-12-23 04:34:14,Shipping,High,Closed,Web,Address correction,Customer reports delivery delay beyond estimate and requests tracking update. (Subject: Address correction),Contacted carrier and shared updated tracking; offered compensation where applicable.,4
5496,1046,2024-11-20 10:42:35,2024-11-21 02:26:35,Returns,Low,Closed,Chat,Return label request,Customer needs a return label and instructions for packaging. (Subject: Return label request),Processed exchange request and issued updated shipping label.,5
5497,1006,2024-12-08 01:10:06,2024-12-10 07:38:06,Returns,High,Closed,Email,Return pickup scheduling,Customer asks about return window and whether an exception is possible. (Subject: Return pickup scheduling),Generated return label and explained return steps and timelines.,3
5498,1060,2026-01-10 05:33:27,2026-01-12 02:14:27,Shipping,Medium,Closed,Phone,International shipping question,Customer says tracking has not updated for multiple days and asks for escalation. (Subject: International shipping question),Corrected address and re-routed shipment; confirmation sent.,5
5499,1136,2025-08-18 05:52:15,2025-08-18 23:49:15,Shipping,High,Closed,Chat,Address correction,Customer says tracking has not updated for multiple days and asks for escalation. (Subject: Address correction),Contacted carrier and shared updated tracking; offered compensation where applicable.,4
5500,1074,2024-12-20 17:13:37,2024-12-23 04:23:37,Account,Medium,Closed,Chat,Cancel subscription,Customer says account is locked and needs reactivation. (Subject: Cancel subscription),Unlocked account after verification and advised on prevention steps.,4
